X,Z,reason,context,removed,added,tier,size,sleepers
-945,103,junk,wilderness,lot_industrial_18,xcpv_Rural_Filler_03_ZZTong,0,25x25,1
-945,487,junk,downtown,remnant_downtown_strip_05,xcpv_Pharmacy_01_ZZTong,1,42x42,1
-943,406,junk,downtown,remnant_downtown_filler_16,xcpv_Supermarket_05_Zyncosa,0,25x25,1
-943,431,junk,downtown,remnant_downtown_filler_22,xcpv_Uptown_Filler_08_LuzipherMST,3,25x25,1
-943,456,junk,downtown,remnant_downtown_filler_14,xcpv_Surprise_Store_InfectedGaming,1,25x25,1
-943,556,junk,downtown,remnant_downtown_filler_27,xcpv_Park_Grampt,0,25x25,1
-943,581,junk,downtown,remnant_downtown_filler_01,xcpv_Oil_Pump_Jack_01_ZZTong,0,25x25,1
-943,606,junk,downtown,remnant_downtown_filler_04,xcpv_Simps_Camping_Battlepapi,1,25x25,1
-936,-182,redundant,industrial,parking_lot_01,xcpv_Olympic_Pool_BraizD,1,42x42,1
-931,-286,junk,industrial,lot_industrial_09,xcpv_Waste_Disposal_Vittles,1,25x25,1
-927,-255,redundant,industrial,lot_vacant_05,xcpv_Flerova_Armstrong794,4,42x42,1
-909,794,junk,downtown,rubble_downtown_filler_04,xcpv_Olive_Burgr_WillyBilly,0,25x25,1
-908,746,junk,downtown,rubble_downtown_filler_12,xcpv_Seafood_Shop_Guppycur,1,25x25,1
-903,406,junk,downtown,remnant_downtown_filler_19,xcpv_TFP_Office88_Voltralux,2,25x25,1
-903,528,junk,downtown,remnant_downtown_filler_18,xcpv_Tattooist_Mute,0,25x25,1
-903,556,junk,downtown,remnant_downtown_filler_29,xcpv_Store_Bob_diegar,2,25x25,1
-903,678,junk,downtown,remnant_downtown_filler_02,xcpv_Supermarket_02_Zyncosa,0,25x25,1
-893,-2945,junk,wilderness,wilderness_filler_15,xcpv_Field_Mushroom_01_ZZTong,0,25x25,1
-892,51,redundant,wilderness,warehouse_07,xcpv_House_03_Curbolt,2,42x42,1
-878,486,junk,downtown,remnant_downtown_strip_04,xcpv_Perkatory_Fluffy_Panda,2,42x42,1
-878,636,junk,downtown,remnant_business_04,xcpv_Propane_01_ZZTong,2,42x42,1
-876,819,redundant,downtown,downtown_filler_27,xcpv_Pump_Substation_01_ZZTong,0,25x25,1
-872,19,junk,wilderness,lot_industrial_15,xcpv_Mine_Zyncosa,2,25x25,1
-865,3079,junk,wilderness,remnant_skyscraper_04,xcpv_Army_Site_Mute,5,60x60,1
-864,404,junk,downtown,remnant_downtown_filler_21,xcpv_Tattoo_Parlour_Mute,1,25x25,1
-864,429,junk,downtown,remnant_downtown_strip_03,xcpv_Phabbers_Cafe_Zeebark,4,42x42,1
-864,554,junk,downtown,remnant_downtown_filler_28,xcpv_Pet_Store_Oscerc,1,25x25,1
-864,579,junk,downtown,remnant_downtown_strip_01,xcpv_Pound_Store_Mute,2,42x42,1
-863,704,junk,downtown,rubble_downtown_filler_13,xcpv_Food_Store_ActiniumTiger,1,25x25,1
-858,2968,junk,wilderness,lot_downtown_filler_01,xcpv_Store_XS_19_ZZTong,2,25x25,1
-855,-259,redundant,industrial,warehouse_06,xcpv_7_End_Store_Jackelmyer,1,42x42,1
-850,51,redundant,wilderness,warehouse_06,xcpv_Haunted_Mansion_Fluffy_Panda,1,42x42,1
-848,-182,redundant,industrial,warehouse_05,xcpv_Monster_Flex_Gym_Swolk,3,42x42,1
-844,19,junk,wilderness,lot_industrial_11,xcpv_Site_2_AndyRed,0,25x25,1
-828,-326,junk,industrial,lot_vacant_02,xcpv_Optometrists_Vittles,1,25x25,1
-822,-495,junk,industrial,lot_vacant_01,xcpv_LittleAsia_Pagoda_Magoli,3,25x25,1
-822,470,junk,downtown,remnant_downtown_filler_17,xcpv_They_All_Float_Down_Here_FNS,1,25x25,1
-822,495,junk,downtown,remnant_downtown_filler_20,xcpv_Tribute_OctoberFire,0,25x25,1
-822,520,junk,downtown,remnant_downtown_filler_15,xcpv_Uptown_Filler_07_LuzipherMST,3,25x25,1
-822,620,junk,downtown,remnant_downtown_filler_06,xcpv_ZVS_Pharmacy_Ogodno77,1,25x25,1
-822,645,junk,downtown,remnant_downtown_filler_26,xcpv_Zee_Antiques_Zeebark,3,25x25,1
-822,670,junk,downtown,remnant_downtown_filler_05,xcpv_Charity_Bar_Duplex_Zeebark,2,25x25,1
-822,710,junk,downtown,rubble_downtown_filler_15,xcpv_Fast_Food_Vittles,1,25x25,1
-821,743,junk,downtown,rubble_downtown_filler_05,xcpv_City_Park_1_OctoberFire,0,25x25,1
-810,20,junk,wilderness,lot_industrial_07,xcpv_Oil_Pump_WillyBilly,0,25x25,1
-808,51,redundant,wilderness,warehouse_05,xcpv_Forest_2_Killerbunny,2,42x42,1
-796,-264,junk,industrial,lot_industrial_03,xcpv_Restaurant_Gertle,1,25x25,1
-796,337,junk,downtown,remnant_downtown_filler_23,xcpv_Zap_Arcade_Voltralux,2,25x25,1
-796,422,junk,downtown,rubble_downtown_filler_22,xcpv_Dentist_Vittles,1,25x25,1
-796,469,redundant,downtown,downtown_filler_01,xcpv_Assgard_Hardware_Battlepapi,1,25x25,1
-796,528,junk,downtown,rubble_downtown_filler_21,xcpv_Store_XS_03_ZZTong,2,25x25,1
-796,3122,junk,downtown,rubble_downtown_filler_19,xcpv_Supermarket_06_Zyncosa,0,25x25,1
-796,3169,junk,downtown,rubble_downtown_filler_20,xcpv_Wooden_Store_Guppycur,1,25x25,1
-796,3228,redundant,downtown,downtown_filler_31,xcpv_Zap_Arcade_Voltralux,2,25x25,1
-795,-555,junk,industrial,remnant_burnt_05,xcpv_Community_Center_Zeebark,5,42x42,1
-795,296,junk,downtown,remnant_downtown_filler_11,xcpv_Uptown_Filler_10_LuzipherMST,5,25x25,1
-795,653,junk,downtown,rubble_downtown_filler_02,xcpv_Filler_2_Stallionsden,0,25x25,1
-794,-320,redundant,industrial,warehouse_04,xcpv_Alamo_Restaurant_Voltralux,2,42x42,1
-793,896,redundant,industrial,remnant_waste_05,xcpv_Wine_Warehouse_CTVIGaming,1,42x42,1
-791,-82,junk,industrial,lot_industrial_15,xcpv_Supermarket_03_Dest_Zyncosa,0,25x25,1
-789,-391,junk,industrial,lot_industrial_21,xcpv_Supermarket_03_Zyncosa,0,25x25,1
-782,714,junk,industrial,remnant_waste_06,xcpv_Cell_Tower_Axebeard,2,42x42,1
-782,802,junk,industrial,remnant_waste_08,xcpv_Cement_Plant_01_ZZTong,2,42x42,1
-779,-475,redundant,industrial,fire_station_02,xcpv_Mechanics_Dest_Zyncosa,2,42x42,1
-779,-195,junk,industrial,remnant_burnt_06,xcpv_City_Park_Spider,1,42x42,1
-778,3061,junk,downtown,remnant_downtown_strip_04,xcpv_Office_Building_03_ZZTong,5,42x42,1
-777,-705,redundant,industrial,utility_electric_co_01,xcpv_Town_Hall_Guppycur,2,42x42,1
-777,-143,junk,industrial,remnant_waste_08,xcpv_City_Park_Cerberus,3,42x42,1
-776,861,junk,industrial,lot_industrial_17,xcpv_Servo_OctoberFire,1,25x25,1
-774,19,junk,wilderness,wilderness_filler_01,xcpv_Army_Point_Kopfgeldjaeger,1,25x25,1
-771,337,junk,downtown,remnant_downtown_strip_06,xcpv_Post_Office_Weazelsun,1,42x42,1
-771,3104,junk,downtown,remnant_downtown_strip_01,xcpv_Orphanage_Ornate02,1,42x42,1
-768,-611,junk,industrial,remnant_burnt_06,xcpv_Community_Centre_Voltralux,3,42x42,1
-766,51,redundant,wilderness,warehouse_04,xcpv_Flight_Tower_NLBlackEagle,3,42x42,1
-761,-266,redundant,industrial,parking_lot_03,xcpv_Landscaping_Supplies_Zyncosa,2,42x42,1
-761,2954,junk,downtown,rubble_downtown_filler_16,xcpv_Supermarket_05_Dest_Zyncosa,0,25x25,1
-761,2991,junk,downtown,remnant_downtown_filler_04,xcpv_Antenna_BattlePapi,1,25x25,1
-761,3016,junk,downtown,rubble_downtown_filler_11,xcpv_7dtd_Tribute_OctoberFire,0,25x25,1
-758,446,junk,downtown,rubble_downtown_filler_23,xcpv_Detective_Medusa,1,25x25,1
-758,3146,redundant,downtown,downtown_filler_22,xcpv_Supermarket_05_Zyncosa,0,25x25,1
-754,-391,redundant,industrial,warehouse_07,xcpv_Mechanics_Zyncosa,2,42x42,1
-754,379,junk,downtown,remnant_downtown_filler_08,xcpv_Valentine_Gift_Shop_Libby,1,25x25,1
-753,-646,junk,industrial,lot_industrial_06,xcpv_LittleAsia_Temple_Monks_Magoli,2,25x25,1
-751,-3234,junk,wilderness,wilderness_filler_04,xcpv_Garage_01_ZZTong,0,25x25,1
-751,260,junk,downtown,remnant_library_01,xcpv_Jabel_library_Jamminen,3,60x60,1
-751,519,junk,downtown,rubble_downtown_filler_24,xcpv_Corner_Store_Alice,1,25x25,1
-751,3219,junk,downtown,rubble_downtown_filler_18,xcpv_TFP_Remnant_Industrial_04_ZZTong,0,25x25,1
-743,-557,redundant,industrial,remnant_waste_05,xcpv_Florist_Zeebark,2,42x42,1
-742,-345,redundant,industrial,utility_celltower_01,xcpv_Wooden_Store_Guppycur,1,25x25,1
-737,3278,redundant,wilderness,downtown_filler_22,xcpv_Site_1_AndyRed,0,25x25,1
-736,964,junk,industrial,lot_industrial_18,xcpv_Observatory_NLBlackEagle,1,25x25,1
-736,2954,junk,downtown,rubble_downtown_filler_15,xcpv_Supermarket_06_Dest_Zyncosa,0,25x25,1
-734,3194,redundant,downtown,downtown_filler_27,xcpv_ZBites_Zeebark,2,25x25,1
-730,-793,junk,industrial,remnant_waste_08,xcpv_Coffee_Shop_ChickenRH,2,42x42,1
-726,3219,redundant,downtown,downtown_filler_25,xcpv_Watering_Hole_01_ZZTong,0,25x25,1
-725,-72,junk,industrial,lot_industrial_16,xcpv_Store_XS_04_ZZTong,1,25x25,1
-723,-168,junk,industrial,remnant_burnt_05,xcpv_Coffee_Shop_02_EvilRacc0on,1,42x42,1
-714,-644,redundant,industrial,warehouse_05,xcpv_Drs_Office_Bostonlondon,1,42x42,1
-714,653,junk,downtown,remnant_downtown_filler_11,xcpv_Countrytown_Alice,2,25x25,1
-714,678,junk,downtown,remnant_downtown_filler_09,xcpv_Estate_Agent_Medusa,1,25x25,1
-713,337,junk,downtown,remnant_downtown_strip_02,xcpv_Political_Party_Hq_01_ZZTong,4,42x42,1
-713,379,junk,downtown,remnant_downtown_filler_07,xcpv_ZBites_Zeebark,2,25x25,1
-713,444,junk,downtown,rubble_downtown_filler_20,xcpv_Drive_Thru_01_ZZTong,1,25x25,1
-713,2992,junk,downtown,remnant_downtown_filler_02,xcpv_Apartment_Spider,2,25x25,1
-713,3144,junk,downtown,rubble_downtown_filler_17,xcpv_Watering_Hole_02_ZZTong,1,25x25,1
-710,3079,junk,downtown,rubble_downtown_filler_14,xcpv_Assgard_Hardware_Battlepapi,1,25x25,1
-709,554,redundant,downtown,downtown_filler_30,xcpv_Imhoteps_Kebap_Shema,1,25x25,1
-709,871,junk,industrial,remnant_burnt_06,xcpv_Cemetery_Zeebark,2,42x42,1
-707,-479,redundant,industrial,warehouse_08,xcpv_Pass_N_Gas_InfectedGaming,2,42x42,1
-707,-291,redundant,industrial,parking_lot_01,xcpv_Fastfood_Roosters_VoltraLux,2,42x42,1
-707,704,redundant,industrial,utility_electric_co_02,xcpv_Oil_Refinery_Zyncosa,3,60x60,1
-707,794,junk,industrial,remnant_waste_15,xcpv_Dunkin_Nonuts_Riahsaurus_Rex,1,60x60,1
-705,-709,redundant,industrial,parking_lot_01,xcpv_Disco_Xan,2,42x42,1
-705,-239,redundant,industrial,industrial_business_08,xcpv_Fire_House_Warsaken,1,42x42,1
-705,943,redundant,industrial,utility_electric_co_01,xcpv_Warehouse_NLBlackEagle,2,42x42,1
-704,595,junk,downtown,remnant_downtown_strip_12,xcpv_Reload_Time_TheStainGaming,3,42x42,1
-691,-36,junk,wilderness,wilderness_filler_02,xcpv_Cabin_01_Stallionsden,1,25x25,1
-689,494,junk,downtown,remnant_downtown_strip_11,xcpv_Refuge_Camp_LazyTurtle89,3,42x42,1
-689,2954,junk,downtown,lot_downtown_filler_01,xcpv_Bad_Wolf_Plaza_TehKarmah,0,25x25,1
-689,3194,junk,downtown,remnant_business_04,xcpv_Oyoo_Store_Battlepapi,2,42x42,1
-688,-2262,junk,wilderness,wilderness_filler_04,xcpv_Stormwater_Detention_Pond_01_ZZTong,0,25x25,1
-688,2979,junk,downtown,remnant_downtown_strip_03,xcpv_Offices_Zeebark,2,42x42,1
-686,-431,junk,industrial,lot_industrial_11,xcpv_Store_XS_15_ZZTong,1,25x25,1
-682,-526,junk,industrial,lot_vacant_03,xcpv_Small_Cafe_Bostonlondon,0,25x25,1
-678,-776,junk,industrial,lot_industrial_08,xcpv_LittleAsia_Sword_Master_Magoli,0,25x25,1
-677,3078,junk,downtown,rubble_downtown_filler_13,xcpv_Tattooist_01_Mute,2,25x25,1
-676,-335,junk,industrial,lot_industrial_02,xcpv_PoPo_TehKarmah,2,25x25,1
-674,653,junk,downtown,remnant_downtown_filler_25,xcpv_Filler_Sandbox_1_Arramus,0,25x25,0
-672,-592,junk,industrial,lot_vacant_04,xcpv_Power_Station_LuckyStar,1,25x25,1
-672,554,junk,downtown,rubble_downtown_filler_25,xcpv_City_Park_OctoberFire,0,25x25,1
-671,-153,junk,industrial,lot_industrial_17,xcpv_Supermarket_04_Zyncosa,0,25x25,1
-671,271,junk,downtown,remnant_downtown_filler_25,xcpv_Uptown_filler_11_LuzipherMST,2,25x25,1
-671,296,junk,downtown,remnant_downtown_filler_24,xcpv_Watering_Hole_01_ZZTong,0,25x25,1
-671,340,junk,downtown,remnant_downtown_filler_12,xcpv_Uptown_Filler_09_LuzipherMST,2,25x25,1
-671,3037,junk,downtown,remnant_downtown_filler_01,xcpv_Bar_Vittles,1,25x25,1
-671,3143,redundant,downtown,downtown_filler_30,xcpv_TFP_Office88_Voltralux,2,25x25,1
-664,33,redundant,wilderness,warehouse_02,xcpv_Excavator_Mass_Grave_Pille,1,60x60,1
-658,1,junk,wilderness,lot_industrial_12,xcpv_Site_5_AndyRed,0,25x25,0
-646,943,junk,industrial,remnant_business_01,xcpv_Dunkinz_Donuts_Genavimex,5,60x60,1
-646,3037,junk,downtown,remnant_downtown_filler_12,xcpv_City_07_Stallionsden,1,25x25,1
-646,3143,junk,downtown,rubble_downtown_filler_03,xcpv_Castle_Chips_Arramus,2,25x25,1
-646,3187,junk,downtown,remnant_downtown_filler_08,xcpv_Bike_BB_Zeebark,1,25x25,1
-646,3212,junk,downtown,rubble_downtown_filler_05,xcpv_Chemical_Lot_TFP,1,25x25,1
-645,-555,redundant,industrial,industrial_business_08,xcpv_Pass_Gass_Mute,1,42x42,1
-645,-405,redundant,industrial,parking_lot_02,xcpv_Gas_Station_Warsaken,1,42x42,1
-645,336,junk,downtown,rubble_downtown_filler_03,xcpv_Entrance_Sinkhole_FNS,0,25x25,1
-645,2996,junk,downtown,rubble_downtown_filler_01,xcpv_Chippys_Chippy_Zeebark,1,25x25,1
-644,811,junk,downtown,remnant_downtown_filler_23,xcpv_Filler_1_Stallionsden,0,25x25,1
-640,749,junk,downtown,remnant_hospital_01,xcpv_Johns_Johns_FNS,2,60x60,1
-637,280,junk,downtown,remnant_downtown_strip_08,xcpv_Pub_NLBlackEagle,1,42x42,1
-636,624,junk,downtown,remnant_downtown_filler_24,xcpv_Filler_Park_11_Deverezieaux,0,25x25,0
-636,868,redundant,industrial,utility_refinery_01,xcpv_Warehouse_Theodryck,1,42x42,1
-632,-3390,junk,wilderness,lot_industrial_01,xcpv_Chicken_Survivor_Site_01_Weazelsun,0,25x25,1
-632,-786,redundant,industrial,warehouse_07,xcpv_US_Army_Base_TheStainGaming,3,42x42,1
-632,-698,junk,industrial,remnant_waste_06,xcpv_Community_Garden_CupCakeKiller,4,42x42,1
-632,-336,junk,industrial,remnant_waste_06,xcpv_City_08_Stallionsden,2,42x42,1
-632,-248,redundant,industrial,remnant_waste_05,xcpv_KZMB_Radio_01_ZZTong,3,42x42,1
-632,1026,junk,industrial,remnant_industrial_large_02,xcpv_Badonkadonk_CaptainandMental,5,100x100,1
-629,-28,junk,wilderness,wilderness_filler_17,xcpv_Military_Supply_Stash_Viper7,0,25x25,1
-629,704,junk,downtown,lot_downtown_filler_01,xcpv_Electrical_Substation_01_ZZTong,0,25x25,1
-628,2956,junk,downtown,remnant_downtown_filler_15,xcpv_City_05_Stallionsden,1,25x25,1
-627,2861,redundant,wilderness,downtown_filler_park_02,xcpv_Tower_Fluffy_Panda,1,25x25,1
-627,2886,junk,wilderness,remnant_skyscraper_05,xcpv_Bat_Cave_Arramus,2,60x60,1
-621,3037,junk,downtown,remnant_downtown_strip_09,xcpv_Ntt_Hq_01_ZZTong,4,42x42,1
-621,3129,junk,downtown,remnant_downtown_strip_05,xcpv_Office_Building_01_ZZTong,3,42x42,1
-620,336,junk,downtown,rubble_downtown_filler_11,xcpv_Corner_Store_01_Gtpwr,1,25x25,1
-620,376,junk,downtown,rubble_downtown_filler_01,xcpv_Farmers_Market_Vittles,1,25x25,1
-619,526,junk,downtown,rubble_downtown_filler_19,xcpv_Filler_4_Stallionsden,0,25x25,1
-618,-611,redundant,industrial,lot_vacant_05,xcpv_EMS_01_ZZTong,2,42x42,1
-618,-461,redundant,industrial,parking_lot_03,xcpv_Eternal_Rests_VoltraLux,2,42x42,1
-611,554,junk,downtown,rubble_downtown_filler_04,xcpv_Cool_Shooz_Duplex_Zeebark,1,25x25,1
-611,591,junk,downtown,rubble_downtown_filler_14,xcpv_Filler_3_Stallionsden,0,25x25,1
-611,616,junk,downtown,remnant_downtown_filler_14,xcpv_Filler_Zeebark,0,25x25,1
-607,-3441,junk,wilderness,lot_industrial_09,xcpv_Cave_08_Fluffy_Panda,0,25x25,1
-604,704,junk,downtown,rubble_downtown_filler_03,xcpv_Filler_Park_10A_Deverezieaux,0,25x25,1
-604,828,junk,downtown,remnant_downtown_filler_08,xcpv_Filler_Deverezieaux,4,25x25,1
-604,3079,junk,downtown,remnant_downtown_filler_16,xcpv_Bookstore_Kayido,1,25x25,1
-604,3104,junk,downtown,remnant_downtown_filler_05,xcpv_Carpu_Pond_TehKarmah,0,25x25,0
-603,-646,junk,industrial,lot_industrial_12,xcpv_Store_XS_14_ZZTong,3,25x25,1
-603,-496,junk,industrial,lot_industrial_14,xcpv_Supermarket_02_Dest_Zyncosa,0,25x25,1
-601,2960,junk,downtown,remnant_library_02,xcpv_Italo_Restaurant_Axebeard,3,60x60,1
-594,-38,junk,wilderness,wilderness_filler_05,xcpv_Farm_Barn_Oscerc,1,25x25,1
-593,-557,redundant,industrial,warehouse_06,xcpv_Train_Station_Riahsaurus_Rex,1,42x42,1
-593,-407,redundant,industrial,utility_refinery_01,xcpv_Cantine_Limodor,1,42x42,1
-582,-3441,junk,wilderness,lot_industrial_03,xcpv_Farm_Barn_Oscerc,1,25x25,1
-581,280,redundant,downtown,parking_garage_03,xcpv_Espresso_Yourself_AndyRed,1,42x42,1
-580,405,junk,downtown,rubble_downtown_filler_16,xcpv_Filler_2_Zeebark,0,25x25,1
-579,346,redundant,downtown,parking_garage_02,xcpv_Library_01_ZZTong,1,42x42,1
-569,-37,junk,wilderness,wilderness_filler_12,xcpv_Burrows_Nauti_Angel,1,25x25,1
-567,2879,junk,wilderness,remnant_downtown_filler_07,xcpv_Burial_Shrine_Snake0567,2,25x25,1
-564,-494,redundant,industrial,warehouse_04,xcpv_Gas_Station_Fortbrick,1,42x42,1
-563,511,junk,downtown,remnant_downtown_strip_09,xcpv_RedCat_Diner_Najax,2,42x42,1
-563,592,junk,downtown,remnant_downtown_filler_27,xcpv_Filler_Park_11A_Deverezieaux,0,25x25,1
-563,729,junk,downtown,remnant_downtown_strip_14,xcpv_Restaurant_02_ZZTong,1,42x42,1
-563,3037,junk,downtown,remnant_downtown_strip_06,xcpv_Observatory_Tuax,2,42x42,1
-563,3079,junk,downtown,remnant_downtown_filler_14,xcpv_Book_Store_ActiniumTiger,0,25x25,1
-563,3104,junk,downtown,remnant_downtown_filler_07,xcpv_Bakery_Shema,1,25x25,1
-563,3129,junk,downtown,remnant_downtown_strip_11,xcpv_Office_Building_02_ZZTong,3,42x42,1
-561,637,junk,downtown,remnant_downtown_filler_19,xcpv_Fire_Station_Slick50,1,25x25,1
-560,679,junk,downtown,remnant_downtown_filler_16,xcpv_Eco_Apartments_Voltralux,3,25x25,1
-560,704,junk,downtown,remnant_downtown_filler_04,xcpv_Chicken_Park_01_Weazelsun,0,25x25,1
-557,-796,redundant,industrial,warehouse_02,xcpv_Police_Alice,5,60x60,1
-557,-346,junk,industrial,remnant_waste_15,xcpv_Factory_Raid_Officericee,3,60x60,1
-557,-256,redundant,industrial,utility_electric_co_02,xcpv_Paintball_Arena_Jackelmyer,3,60x60,1
-555,405,junk,downtown,rubble_downtown_filler_17,xcpv_Cornish_Pasty_Shop_Medusa,1,25x25,1
-548,868,junk,industrial,remnant_burnt_05,xcpv_Church_Dest_Zyncosa,1,42x42,1
-539,554,junk,downtown,rubble_downtown_filler_12,xcpv_Filler_3_Zeebark,0,25x25,1
-539,3227,junk,downtown,remnant_downtown_filler_09,xcpv_Apartment_03_Stallionsden,3,25x25,1
-538,579,junk,downtown,remnant_downtown_strip_13,xcpv_Restaurant_01_ZZTong,2,42x42,1
-532,-526,junk,industrial,lot_industrial_20,xcpv_Store_XS_11_ZZTong,1,25x25,1
-532,-376,junk,industrial,lot_industrial_18,xcpv_Strip_Food_Stores_Gtpwr,1,25x25,1
-529,102,junk,wilderness,lot_industrial_07,xcpv_Cave_04_Fluffy_Panda,0,25x25,1
-527,678,junk,downtown,remnant_downtown_filler_21,xcpv_Fit_You_Shema,2,25x25,1
-522,-822,junk,industrial,lot_industrial_05,xcpv_Private_School_Vittles,2,25x25,1
-522,-592,junk,industrial,lot_industrial_13,xcpv_Store_XS_09_ZZTong,1,25x25,1
-522,-442,junk,industrial,lot_industrial_19,xcpv_Store_XS_13_ZZTong,1,25x25,1
-522,486,junk,downtown,rubble_downtown_filler_18,xcpv_Downtown_Building_Lot_01_Zeebark,0,25x25,1
-522,1005,junk,industrial,lot_industrial_16,xcpv_Info_Center_LuckyStar,1,25x25,1
-522,3187,junk,downtown,remnant_downtown_filler_06,xcpv_Appliance_Store_Deverezieaux,3,25x25,1
-521,255,junk,downtown,rubble_downtown_filler_02,xcpv_Convenience_OctoberFire,1,25x25,1
-521,290,redundant,downtown,post_office_01,xcpv_7dtd_Tribute_OctoberFire,0,25x25,1
-521,341,junk,downtown,lot_downtown_filler_01,xcpv_Camping_Shop_Zeebark,1,25x25,1
-521,378,junk,downtown,remnant_downtown_filler_30,xcpv_Coffee_Shop_EvilRacc0on,0,25x25,1
-521,637,junk,downtown,remnant_downtown_filler_22,xcpv_Computer_Store_Zeebark,1,25x25,1
-521,746,junk,downtown,remnant_downtown_filler_01,xcpv_Fanz_Duplex_Zeebark,2,25x25,1
-521,787,junk,downtown,remnant_downtown_filler_18,xcpv_Key_2_Home_BattlePapi,1,25x25,1
-521,2971,junk,downtown,rubble_downtown_filler_02,xcpv_Blue_Fone_Cafe_Battlepapi,1,25x25,1
-521,2996,junk,downtown,remnant_downtown_filler_30,xcpv_Camera_Shop_Zeebark,1,25x25,1
-521,3040,junk,downtown,remnant_downtown_filler_11,xcpv_Book_Case_Octoberfire,2,25x25,1
-521,3146,junk,downtown,rubble_downtown_filler_04,xcpv_Billboard_OctoberFire,0,25x25,1
-507,-3339,junk,wilderness,lot_industrial_04,xcpv_Cave_NAGG,3,25x25,1
-496,103,junk,wilderness,lot_industrial_09,xcpv_Cave_02_Fluffy_Panda,0,25x25,1
-496,493,redundant,commercial,store_autoparts_01,xcpv_Office_InfectedGaming,3,60x60,1
-496,787,junk,downtown,remnant_downtown_filler_07,xcpv_Fuel_Station_NLBlackEagle,0,25x25,1
-496,3146,junk,downtown,remnant_downtown_filler_19,xcpv_Church_Zeebark,1,25x25,1
-496,3187,junk,downtown,remnant_downtown_strip_08,xcpv_National_Park_Lodge_Laz_Man,2,42x42,1
-495,746,junk,downtown,rubble_downtown_filler_22,xcpv_City_06_Stallionsden,1,25x25,1
-495,1305,junk,industrial,lot_industrial_14,xcpv_Gaming_Den_Mute,2,25x25,1
-491,939,junk,downtown,remnant_skyscraper_05,xcpv_Lattez_Nauti_Angel,2,60x60,1
-490,3105,junk,downtown,remnant_downtown_filler_27,xcpv_Cyber_Cafe_Vittles,1,25x25,1
-483,653,junk,commercial,remnant_burnt_08,xcpv_Whine_N_Dine_Desi,2,42x42,1
-482,880,junk,downtown,remnant_downtown_strip_16,xcpv_Retro_Diner_Zeebark,3,42x42,1
-481,1214,junk,industrial,lot_industrial_19,xcpv_Gym_Theodryck,1,25x25,1
-478,63,junk,wilderness,lot_industrial_03,xcpv_Cave_08_Fluffy_Panda,0,25x25,1
-478,706,junk,downtown,remnant_downtown_filler_28,xcpv_Apartment_03_Stallionsden,3,25x25,1
-478,3229,junk,downtown,remnant_downtown_filler_23,xcpv_City_06_Stallionsden,1,25x25,1
-476,2404,junk,residential,remnant_house_09,xcpv_House_03_Kam,1,42x42,1
-471,787,junk,downtown,remnant_downtown_strip_15,xcpv_Restaurant_03_ZZTong,2,42x42,1
-471,2454,junk,residential,remnant_house_18,xcpv_House_02_Redzero83,2,42x42,1
-470,103,junk,wilderness,lot_industrial_01,xcpv_Cave_06_Fluffy_Panda,0,25x25,1
-457,3104,junk,downtown,remnant_downtown_filler_28,xcpv_Citizens_Advice_Office_Arramus,1,25x25,1
-456,3146,junk,downtown,remnant_downtown_filler_18,xcpv_Cinema_Zeebark,2,25x25,1
-454,829,junk,downtown,remnant_downtown_filler_17,xcpv_Food_Truck_Laz_Man,0,25x25,1
-454,3191,junk,downtown,remnant_downtown_filler_25,xcpv_Downtown_Building_Lot_Zeebark,0,25x25,0
-451,405,junk,commercial,remnant_waste_18,xcpv_City_13_Stallionsden,3,60x60,1
-451,710,junk,downtown,remnant_church_01,xcpv_KooshieMart_Kayido,3,60x60,1
-442,2362,junk,residential,remnant_house_11,xcpv_House_02_Kuldiin,1,42x42,1
-441,-2678,junk,wilderness,wilderness_filler_03,xcpv_Ntt_Hub_01_ZZTong,1,25x25,1
-441,653,junk,commercial,remnant_business_05,xcpv_Wank_Bank_WillyBilly,3,42x42,1
-433,1565,junk,wilderness,wilderness_filler_12,xcpv_Wilderness_Filler_02_ZZTong,0,25x25,1
-431,3229,junk,downtown,remnant_downtown_filler_17,xcpv_Chicken_Park_01_Weazelsun,0,25x25,1
-413,2454,junk,residential,remnant_house_17,xcpv_House_02_ZZTong,1,42x42,1
-411,1525,junk,wilderness,wilderness_filler_21,xcpv_Shack_03_TallManBrad,0,25x25,1
-410,855,junk,downtown,remnant_skyscraper_04,xcpv_LMART_Garage_Stallionsden,3,60x60,1
-410,939,junk,downtown,remnant_skyscraper_03,xcpv_Library_01_Riahsaurus_Rex,2,60x60,1
-408,494,junk,commercial,remnant_waste_16,xcpv_City_14_Stallionsden,4,60x60,1
-408,2404,junk,residential,remnant_house_12,xcpv_House_02_Infected_Gaming,1,42x42,1
-406,554,junk,commercial,remnant_business_02,xcpv_City_16_Stallionsden,4,60x60,1
-406,3105,junk,downtown,remnant_downtown_strip_07,xcpv_Nedelina_Armstrong794,4,42x42,1
-406,3167,junk,downtown,remnant_downtown_filler_26,xcpv_Filler_Park_10_Deverezieaux,0,25x25,0
-406,3192,junk,downtown,remnant_downtown_filler_21,xcpv_DMV_Satellite_Vittles,1,25x25,1
-406,3229,junk,downtown,remnant_downtown_filler_29,xcpv_Detective_Medusa,1,25x25,1
-399,653,junk,commercial,remnant_commercial_strip_04,xcpv_Winchesta_Isak,3,42x42,1
